id,rssi,snr,relay
5612,-64,4.5,0
5613,-56,8.6,0
5614,-73,1.9,0
5615,-68,10.3,0
5616,-99,-11.7,1
5617,-73,5.6,0
5618,-115,-15.6,1
5619,-99,-9.2,1
5620,-103,-8.7,1
5621,-68,2.0,0
5622,-93,-7.4,1
5623,-59,7.9,0
5624,-110,-16.5,1
5625,-57,7.8,0
5626,-57,12.0,0
5627,-83,0.4,0
5628,-115,-18.0,1
5629,-92,-5.5,1
5630,-84,-0.3,1
5631,-88,-7.4,1
5632,-99,-11.0,1
5633,-55,11.8,0
5634,-89,-7.5,1
5635,-88,-4.4,1
5636,-106,-15.5,1
5637,-103,-7.3,1
5638,-112,-17.3,1
5639,-98,-6.9,1
5640,-69,3.5,0
5641,-60,7.4,0
5642,-60,9.5,0
5643,-75,4.9,0
5644,-73,1.1,0
5645,-91,-8.1,1
5646,-81,-2.6,1
5647,-96,-9.3,1
5648,-56,9.9,0
5649,-74,0.1,0
5650,-75,2.0,0
5651,-118,-18.8,1
5652,-116,-15.8,1
5653,-116,-18.4,1
5654,-56,10.1,0
5655,-72,4.8,0
5656,-82,-0.5,0
5657,-89,-3.8,1
5658,-84,1.0,0
5659,-114,-16.2,1
5660,-119,-20.0,1
5661,-116,-20.0,1
5662,-65,5.6,0
5663,-66,6.7,0
5664,-117,-19.8,1
5665,-100,-11.3,1
5666,-112,-18.2,1
5667,-64,5.6,0
5668,-58,11.8,0
5669,-77,0.6,0
5670,-73,3.5,0
5671,-104,-11.8,1
5672,-114,-16.1,1
5673,-88,-5.0,1
5674,-63,9.0,0
5675,-118,-20.0,1
5676,-61,6.7,0
5677,-62,8.4,0
5678,-113,-16.1,1
5679,-71,4.8,0
5680,-83,-0.8,0
5681,-109,-16.9,1
5682,-118,-19.0,1
5683,-72,4.3,0
5684,-74,5.5,0
5685,-118,-20.0,1
5686,-89,-1.4,0
5687,-102,-11.0,1
5688,-92,-7.5,1
5689,-109,-13.0,1
5690,-113,-12.5,1
5691,-86,-3.0,0
5692,-107,-13.4,1
5693,-102,-11.0,1
5694,-66,8.9,0
5695,-61,5.2,0
5696,-59,11.3,0
5697,-103,-12.8,1
5698,-74,4.0,0
5699,-97,-9.4,1
5700,-102,-11.0,1
5701,-94,-11.6,1
5702,-103,-14.0,1
5703,-74,2.0,0
5704,-73,6.2,0
5705,-103,-11.3,1
5706,-87,-6.3,1
5707,-116,-16.2,1
5708,-90,-4.8,1
5709,-105,-12.9,1
5710,-84,-1.8,0
5711,-83,-0.2,0
5712,-74,4.0,0
5713,-104,-12.8,1
5714,-74,6.9,0
5715,-64,9.3,0
5716,-82,-2.6,0
5717,-111,-18.6,1
5718,-120,-17.8,1
5719,-115,-15.4,1
5720,-69,2.6,0
5721,-111,-18.5,1
5722,-60,10.7,0
5723,-81,1.0,0
5724,-86,-2.4,0
5725,-86,-5.5,0
5726,-56,9.1,0
5727,-105,-9.1,1
5728,-112,-15.5,1
5729,-95,-6.8,1
5730,-91,-7.6,0
5731,-97,-10.0,1
5732,-84,-0.2,0
5733,-58,9.0,0
5734,-73,1.9,0
5735,-119,-19.8,1
5736,-71,3.0,0
5737,-70,3.6,1
5738,-86,-7.2,1
5739,-113,-16.7,1
5740,-76,4.6,0
5741,-117,-20.0,1
5742,-110,-12.1,1
5743,-102,-11.1,1
5744,-91,-7.9,0
5745,-99,-11.4,1
5746,-105,-10.7,1
5747,-57,8.3,0
5748,-105,-8.8,1
5749,-119,-16.2,1
5750,-106,-10.7,1
5751,-102,-10.5,1
5752,-100,-12.9,1
5753,-64,8.4,0
5754,-76,3.2,0
5755,-119,-19.7,1
5756,-108,-11.4,1
5757,-56,12.0,0
5758,-87,-4.1,0
5759,-61,9.7,0
5760,-110,-13.9,1
5761,-79,-3.2,1
5762,-58,9.0,0
5763,-62,8.8,0
5764,-66,6.8,0
5765,-96,-6.3,0
5766,-109,-15.6,1
5767,-96,-9.3,1
5768,-58,10.1,0
5769,-96,-12.4,1
5770,-102,-11.3,1
5771,-66,5.6,0
5772,-60,12.0,0
5773,-90,-4.5,0
5774,-87,-3.9,0
5775,-111,-17.1,1
5776,-66,5.3,0
5777,-74,4.4,0
5778,-90,-1.8,0
5779,-65,6.4,0
5780,-96,-7.8,1
5781,-77,-0.4,0
5782,-66,9.6,0
5783,-118,-18.6,1
5784,-120,-20.0,1
5785,-91,-7.2,0
5786,-106,-12.8,1
5787,-72,5.8,0
5788,-102,-10.5,1
5789,-112,-16.1,1
5790,-78,4.5,0
5791,-86,-2.3,0
5792,-78,-0.1,0
5793,-93,-8.3,1
5794,-70,4.1,0
5795,-75,1.6,0
5796,-102,-10.4,1
5797,-116,-17.0,1
5798,-117,-20.0,1
5799,-83,-5.1,0
5800,-66,1.0,1
5801,-112,-12.1,1
5802,-94,-6.3,0
5803,-104,-11.4,1
5804,-64,7.0,0
5805,-72,4.7,0
5806,-96,-4.3,1
5807,-68,9.5,0
5808,-114,-15.5,1
5809,-118,-19.5,1
5810,-82,1.7,0
5811,-86,-3.2,0
5812,-116,-20.0,1
5813,-76,1.6,0
5814,-58,11.3,0
5815,-89,-8.6,1
5816,-63,5.5,0
5817,-64,6.4,0
5818,-65,6.3,0
5819,-87,-6.4,0
5820,-67,3.4,0
5821,-107,-14.9,1
5822,-67,2.8,0
5823,-120,-19.7,1
5824,-100,-12.1,1
5825,-120,-15.3,1
5826,-107,-17.4,1
5827,-88,-2.9,1
5828,-59,8.2,0
5829,-117,-18.8,1
5830,-119,-19.0,1
5831,-110,-13.9,1
5832,-58,12.0,0
5833,-78,2.4,0
5834,-69,4.1,0
5835,-110,-14.4,1
5836,-91,-8.1,1
5837,-102,-10.6,1
5838,-83,-2.4,0
5839,-60,6.9,0
5840,-97,-7.0,1
5841,-60,11.1,0
5842,-89,-1.6,0
5843,-83,-0.8,1
5844,-78,-2.7,0
5845,-69,5.9,0
5846,-118,-16.9,1
5847,-82,-0.4,0
5848,-104,-12.7,1
5849,-116,-17.6,1
5850,-107,-13.2,1
5851,-85,-3.3,0
5852,-99,-11.7,1
5853,-83,-3.6,0
5854,-89,-3.9,0
5855,-116,-13.6,1
5856,-104,-13.4,1
5857,-113,-14.6,1
5858,-104,-9.7,1
5859,-113,-17.0,1
5860,-114,-15.8,1
5861,-70,8.4,0
5862,-80,-0.3,0
5863,-106,-14.4,1
5864,-93,-6.1,0
5865,-99,-11.9,1
5866,-88,-6.0,0
5867,-96,-7.4,1
5868,-63,7.5,0
5869,-99,-11.3,1
5870,-86,-0.9,0
5871,-80,0.9,1
5872,-90,-7.5,1
5873,-85,-1.6,1
5874,-77,0.1,0
5875,-91,-5.1,1
5876,-74,4.5,0
5877,-110,-16.2,1
5878,-115,-16.1,1
5879,-80,1.2,0
5880,-112,-18.8,1
5881,-88,-5.0,0
5882,-66,6.1,0
5883,-62,9.0,0
5884,-83,1.0,0
5885,-63,8.7,0
5886,-112,-17.3,1
5887,-84,-0.8,1
5888,-101,-6.5,1
5889,-61,8.4,0
5890,-103,-10.6,1
5891,-73,3.7,0
5892,-114,-19.9,1
5893,-84,-2.2,0
5894,-87,-0.7,1
5895,-74,3.6,1
5896,-92,-8.0,1
5897,-93,-3.0,1
5898,-100,-12.7,1
5899,-70,3.6,0
5900,-58,10.7,0
5901,-72,3.4,0
5902,-111,-15.8,1
5903,-62,10.3,0
5904,-66,10.5,0
5905,-79,1.1,0
5906,-105,-16.4,1
5907,-62,12.0,0
5908,-79,1.1,1
5909,-108,-9.8,1
5910,-84,-3.5,0
5911,-115,-16.9,1
5912,-107,-10.0,1
5913,-82,-2.2,0
5914,-61,10.8,0
5915,-62,6.8,0
5916,-60,8.1,0
5917,-102,-11.5,1
5918,-87,-5.2,0
5919,-56,8.4,0
5920,-108,-13.6,1
5921,-71,1.1,0
5922,-56,11.0,0
5923,-116,-20.0,1
5924,-79,1.4,0
5925,-57,9.1,0
5926,-109,-13.1,1
5927,-90,-10.3,1
5928,-79,-0.6,0
5929,-62,7.8,0
5930,-116,-18.7,1
5931,-87,-6.3,1
5932,-74,0.5,0
5933,-73,2.4,0
5934,-69,5.7,0
5935,-62,9.3,0
5936,-61,12.0,0
5937,-62,8.3,0
5938,-61,7.5,0
5939,-111,-15.6,1
5940,-58,12.0,0
5941,-56,7.4,0
5942,-98,-12.9,1
5943,-117,-15.1,1
5944,-86,-3.8,0
5945,-58,6.2,0
5946,-60,10.9,0
5947,-70,4.7,0
5948,-64,6.7,0
5949,-103,-15.0,1
5950,-105,-7.9,1
5951,-94,-6.5,0
5952,-71,2.4,1
5953,-76,1.4,0
5954,-118,-16.5,1
5955,-96,-7.6,1
5956,-60,8.5,0
5957,-105,-13.5,1
5958,-97,-9.1,1
5959,-57,10.2,0
5960,-74,0.7,0
5961,-82,-2.9,0
5962,-70,3.7,0
5963,-64,6.3,0
5964,-60,10.2,0
5965,-57,12.0,0
5966,-106,-12.0,1
5967,-116,-17.8,1
5968,-91,-6.5,1
5969,-63,7.9,0
5970,-77,1.2,0
5971,-99,-9.9,1
5972,-115,-19.6,1
5973,-80,4.1,0
5974,-93,-8.4,1
5975,-56,10.9,0
5976,-111,-11.8,1
5977,-59,10.2,0
5978,-78,-0.8,0
5979,-100,-14.2,1
5980,-57,11.8,0
5981,-104,-11.9,1
5982,-108,-16.2,1
5983,-117,-19.6,1
5984,-117,-18.0,1
5985,-101,-9.7,1
5986,-113,-15.5,1
5987,-103,-10.5,1
5988,-117,-20.0,1
5989,-70,3.8,0
5990,-101,-15.0,1
5991,-96,-8.8,1
5992,-91,-5.9,1
5993,-73,3.4,0
5994,-110,-14.5,1
5995,-86,-5.3,1
5996,-100,-6.5,1
5997,-85,-0.9,0
5998,-91,-4.1,1
5999,-73,2.7,0
6000,-102,-6.6,1
6001,-66,7.0,0
6002,-91,-4.3,0
6003,-98,-9.9,1
6004,-78,-0.9,1
6005,-97,-12.1,1
6006,-115,-20.0,1
6007,-74,3.9,0
6008,-104,-14.5,1
6009,-75,2.9,0
6010,-72,5.3,0
6011,-65,11.6,0
6012,-68,4.6,0
6013,-68,6.3,0
6014,-57,12.0,0
6015,-71,1.3,0
6016,-120,-16.7,1
6017,-61,5.7,0
6018,-60,9.6,0
6019,-82,-1.1,1
6020,-61,12.0,0
6021,-70,9.8,0
6022,-92,-9.2,1
6023,-64,7.3,0
6024,-84,-3.2,0
6025,-109,-13.6,1
6026,-98,-9.8,1
6027,-58,12.0,0
6028,-55,12.0,0
6029,-74,4.9,0
6030,-120,-16.3,1
6031,-101,-9.1,1
6032,-96,-11.1,1
6033,-120,-19.7,1
6034,-108,-15.6,1
6035,-82,-2.1,0
6036,-95,-5.4,0
6037,-78,2.2,0
6038,-107,-14.7,1
6039,-60,10.8,0
6040,-95,-5.0,1
6041,-75,1.0,0
6042,-106,-14.6,1
6043,-67,6.4,0
6044,-68,8.1,0
6045,-79,-0.6,0
6046,-64,5.6,0
6047,-95,-6.1,1
6048,-96,-10.6,1
6049,-73,3.8,0
6050,-102,-11.1,1
6051,-66,11.8,0
6052,-58,12.0,0
6053,-117,-17.7,1
6054,-106,-11.8,1
6055,-78,4.7,0
6056,-62,10.7,0
6057,-95,-9.6,1
6058,-75,0.0,0
6059,-77,5.4,0
6060,-119,-20.0,1
6061,-102,-12.0,1
6062,-118,-20.0,1
6063,-74,-0.1,0
6064,-56,7.4,0
6065,-114,-19.4,1
6066,-61,7.2,0
6067,-80,0.6,0
6068,-110,-16.1,0
6069,-73,5.2,0
6070,-119,-18.5,1
6071,-109,-13.2,1
6072,-100,-9.0,1
6073,-118,-16.8,1
6074,-90,-5.2,1
6075,-96,-4.7,0
6076,-81,-4.2,1
6077,-78,-4.0,0
6078,-76,2.1,0
6079,-56,11.9,0
6080,-98,-8.1,1
6081,-83,3.9,0
6082,-74,4.2,0
6083,-120,-16.9,1
6084,-75,1.7,0
6085,-109,-13.7,1
6086,-120,-18.8,1
6087,-62,6.7,0
6088,-60,6.9,0
6089,-119,-20.0,1
6090,-59,12.0,0
6091,-67,8.1,0
6092,-112,-17.0,1
6093,-96,-7.4,1
6094,-103,-11.2,1
6095,-80,1.8,0
6096,-117,-19.5,1
6097,-62,12.0,0
6098,-118,-18.4,1
6099,-99,-10.4,1
6100,-103,-10.8,1
6101,-91,-1.4,1
6102,-115,-18.4,1
6103,-91,-7.8,1
6104,-104,-13.0,1
6105,-85,-2.3,0
6106,-85,-2.4,0
6107,-84,-3.6,0
6108,-66,7.6,1
6109,-88,-8.3,1
6110,-67,5.1,0
6111,-98,-8.0,1
6112,-111,-16.5,1
6113,-69,5.5,0
6114,-90,-6.9,0
6115,-88,-0.2,1
6116,-79,2.6,0
6117,-64,11.7,0
6118,-73,3.2,0
6119,-93,-11.0,1
6120,-120,-20.0,1
6121,-78,2.2,0
6122,-58,10.2,0
6123,-116,-16.1,1
6124,-115,-18.3,1
6125,-61,9.5,0
6126,-105,-13.5,1
6127,-107,-14.5,1
6128,-110,-17.7,1
6129,-108,-15.3,1
6130,-69,7.0,0
6131,-88,-2.8,0
6132,-64,6.6,0
6133,-71,2.8,0
6134,-79,2.5,0
6135,-117,-16.8,1
6136,-105,-15.5,1
6137,-56,12.0,0
6138,-77,-0.5,0
6139,-115,-19.2,1
6140,-116,-17.9,1
6141,-101,-11.6,1
6142,-75,-0.3,0
6143,-77,0.2,0
6144,-105,-9.1,1
6145,-92,-8.6,1
6146,-65,5.8,0
6147,-58,7.0,0
6148,-90,-5.3,0
6149,-112,-13.4,1
6150,-57,12.0,0
6151,-105,-12.6,1
6152,-115,-19.7,1
6153,-107,-16.4,1
6154,-90,-4.9,0
6155,-85,-2.8,1
6156,-78,0.8,0
6157,-78,-5.4,0
6158,-91,-6.5,0
6159,-68,9.7,0
6160,-80,0.0,0
6161,-63,8.5,0
6162,-88,-4.8,0
6163,-100,-5.6,1
6164,-109,-13.9,1
6165,-65,6.8,0
6166,-103,-12.0,1
6167,-105,-12.7,1
6168,-85,-3.5,0
6169,-87,-6.5,0
6170,-76,0.9,0
6171,-71,7.5,0
6172,-73,2.5,0
6173,-94,-6.1,0
6174,-55,12.0,0
6175,-57,11.4,0
6176,-87,-2.8,0
6177,-75,-0.7,0
6178,-75,-0.2,0
6179,-95,-8.1,1
6180,-89,-2.1,0
6181,-93,-5.5,0
6182,-102,-9.3,1
6183,-69,3.0,0
6184,-58,9.4,0
6185,-79,1.8,0
6186,-113,-15.9,1
6187,-119,-17.8,1
6188,-90,-4.7,0
6189,-102,-11.2,1
6190,-85,-1.2,1
6191,-111,-15.8,1
6192,-93,-5.9,1
6193,-107,-11.9,1
6194,-99,-8.4,1
6195,-93,-8.0,1
6196,-78,-0.9,1
6197,-92,-2.2,0
6198,-56,10.8,0
6199,-99,-6.9,1
6200,-89,-5.4,1
6201,-81,-3.7,1
6202,-92,-7.4,1
6203,-80,-1.5,1
6204,-74,0.6,0
6205,-104,-13.2,1
6206,-77,6.6,0
6207,-55,12.0,0
6208,-108,-15.4,1
6209,-59,11.0,0
6210,-88,-3.3,0
6211,-59,9.5,0
6212,-100,-13.2,1
6213,-60,12.0,0
6214,-105,-11.7,1
6215,-69,6.2,0
6216,-84,-0.8,0
6217,-64,5.7,0
6218,-91,-6.7,1
6219,-110,-17.7,1
6220,-58,8.7,0
6221,-106,-15.3,1
6222,-79,-1.1,0
6223,-56,10.0,0
6224,-103,-11.5,1
6225,-65,9.3,0
6226,-79,-0.1,0
6227,-74,3.8,0
6228,-61,11.1,0
6229,-72,3.1,0
6230,-66,4.8,0
6231,-73,1.5,0
6232,-112,-16.6,1
6233,-109,-13.8,1
6234,-101,-9.1,1
6235,-104,-11.8,1
6236,-62,8.0,0
6237,-99,-10.1,1
6238,-72,2.2,0
6239,-63,8.0,0
6240,-110,-18.7,1
6241,-113,-17.7,1
6242,-80,-0.8,0
6243,-93,-6.7,1
6244,-115,-19.7,1
6245,-63,8.6,0
6246,-105,-13.7,1
6247,-80,-4.1,0
6248,-90,-2.3,0
6249,-84,-5.0,0
6250,-86,-4.3,0
6251,-82,0.3,1
6252,-96,-6.5,1
6253,-103,-15.3,1
6254,-61,11.4,0
6255,-65,6.9,0
6256,-120,-20.0,1
6257,-77,2.2,0
6258,-84,-1.9,0
6259,-105,-9.8,1
6260,-60,12.0,0
6261,-63,7.2,0
6262,-64,9.9,0
6263,-100,-10.9,1
6264,-96,-9.3,1
6265,-105,-9.1,1
6266,-82,-0.7,1
6267,-113,-15.1,1
6268,-79,1.3,0
6269,-93,-6.0,1
6270,-79,-0.7,0
6271,-83,-1.6,0
6272,-58,7.4,0
6273,-64,8.2,0
6274,-61,9.5,0
6275,-62,7.9,0
6276,-96,-4.5,1
6277,-55,12.0,0
6278,-110,-15.1,1
6279,-83,-3.0,0
6280,-63,7.7,0
6281,-100,-11.3,1
6282,-109,-14.1,1
6283,-56,12.0,0
6284,-114,-19.2,1
6285,-90,-3.5,1
6286,-75,3.3,0
6287,-97,-10.6,1
6288,-62,11.0,0
6289,-107,-15.3,1
6290,-86,-2.6,0
6291,-76,4.2,0
6292,-117,-20.0,1
6293,-90,-0.4,0
6294,-84,-0.2,0
6295,-103,-12.7,1
6296,-80,-0.8,0
6297,-55,9.2,0
6298,-94,-5.6,1
6299,-58,12.0,0
6300,-77,2.9,1
6301,-102,-11.1,1
6302,-77,3.3,0
6303,-118,-19.8,1
6304,-119,-20.0,1
6305,-74,-2.5,1
6306,-90,-5.4,1
6307,-55,12.0,0
6308,-93,-5.1,0
6309,-86,-2.9,1
6310,-85,-2.8,0
6311,-64,7.9,0
6312,-116,-16.4,1
6313,-104,-13.3,1
6314,-70,3.1,0
6315,-62,10.5,0
6316,-71,3.1,0
6317,-105,-9.2,1
6318,-79,-0.7,0
6319,-70,3.9,0
6320,-118,-20.0,1
6321,-102,-14.7,1
6322,-80,-1.9,0
6323,-108,-12.1,1
6324,-63,7.4,0
6325,-79,0.4,0
6326,-80,3.5,0
6327,-88,-2.2,1
6328,-61,5.4,0
6329,-117,-19.9,1
6330,-88,-2.9,1
6331,-76,0.5,1
6332,-109,-13.9,1
6333,-81,-2.5,1
6334,-117,-15.6,1
6335,-72,1.4,0
6336,-105,-14.4,1
6337,-68,7.2,0
6338,-114,-16.7,1
6339,-85,-1.3,1
6340,-64,10.8,0
6341,-69,6.8,0
6342,-113,-20.0,1
6343,-60,7.8,0
6344,-88,-4.3,0
6345,-86,-4.4,1
6346,-56,11.5,0
6347,-116,-17.2,1
6348,-92,-9.4,1
6349,-98,-10.5,1
6350,-73,-0.6,0
6351,-118,-18.4,1
6352,-94,-8.4,1
6353,-107,-15.5,1
6354,-71,1.2,0
6355,-107,-8.2,1
6356,-57,10.7,0
6357,-60,8.2,0
6358,-97,-9.1,1
6359,-83,-3.2,0
6360,-118,-18.7,1
6361,-100,-11.1,1
6362,-114,-18.6,1
6363,-98,-9.2,1
6364,-95,-8.2,0
6365,-68,4.7,0
6366,-108,-14.3,1
6367,-77,-0.5,0
6368,-88,-3.7,1
6369,-107,-13.1,1
6370,-97,-11.0,1
6371,-55,11.1,0
6372,-71,4.6,0
6373,-70,4.7,0
6374,-112,-15.6,1
6375,-106,-9.9,1
6376,-76,1.4,0
6377,-63,5.8,0
6378,-66,7.4,0
6379,-64,5.3,0
6380,-73,0.6,0
6381,-61,6.4,0
6382,-104,-10.0,1
6383,-56,12.0,0
6384,-114,-15.4,1
6385,-117,-18.2,1
6386,-59,9.0,0
6387,-107,-13.8,1
6388,-103,-12.2,1
6389,-65,8.4,0
6390,-119,-20.0,1
6391,-102,-9.0,1
6392,-62,7.9,0
6393,-94,-8.7,1
6394,-104,-13.9,1
6395,-84,0.6,0
6396,-71,4.9,0
6397,-106,-11.3,1
6398,-107,-14.0,1
6399,-97,-8.0,1
6400,-60,10.3,0
6401,-80,-1.8,0
6402,-78,3.4,0
6403,-93,-5.5,0
6404,-90,-7.8,0
6405,-61,8.0,0
6406,-111,-10.0,1
6407,-85,-5.0,0
6408,-94,-10.4,1
6409,-92,-10.7,1
6410,-105,-12.8,1
6411,-74,0.9,0
6412,-84,-1.5,1
6413,-107,-12.0,1
6414,-107,-12.9,1
6415,-90,-5.7,0
6416,-120,-20.0,1
6417,-68,6.0,0
6418,-107,-12.7,1
6419,-84,-3.8,0
6420,-90,-3.6,0
6421,-111,-16.4,1
6422,-67,7.1,0
6423,-86,-3.5,0
6424,-115,-20.0,1
6425,-120,-16.9,1
6426,-109,-12.7,1
6427,-112,-15.3,1
6428,-80,0.4,0
6429,-67,6.5,0
6430,-64,10.9,0
6431,-90,-5.0,0
6432,-68,5.1,0
6433,-80,-1.6,1
6434,-89,-0.7,0
6435,-97,-7.6,1
6436,-56,12.0,0
6437,-105,-14.1,1
6438,-55,12.0,0
6439,-100,-10.3,1
6440,-105,-15.0,1
6441,-111,-17.5,0
6442,-68,5.8,0
6443,-60,12.0,0
6444,-96,-13.3,1
6445,-95,-9.1,1
6446,-81,0.0,0
6447,-85,-3.0,0
6448,-63,12.0,0
6449,-85,-1.4,0
6450,-101,-11.4,1
6451,-57,12.0,0
6452,-58,9.2,0
6453,-97,-10.1,1
6454,-71,-1.0,0
6455,-59,9.1,0
6456,-118,-20.0,1
6457,-114,-19.8,1
6458,-110,-11.1,1
6459,-81,-1.0,0
6460,-103,-10.2,1
6461,-120,-18.6,1
6462,-85,-2.5,0
6463,-65,9.3,0
6464,-103,-7.8,1
6465,-62,7.7,0
6466,-77,3.4,0
6467,-82,3.5,0
6468,-62,7.9,0
6469,-103,-11.2,1
6470,-90,-3.4,1
6471,-118,-17.8,1
6472,-81,-3.8,0
6473,-88,-6.2,0
6474,-116,-19.4,1
6475,-96,-6.5,1
6476,-82,-0.3,0
6477,-113,-12.9,1
6478,-89,0.3,0
6479,-77,1.2,0
6480,-74,4.5,0
6481,-118,-17.1,1
6482,-95,-5.6,0
6483,-96,-6.9,1
6484,-91,-3.4,0
6485,-98,-10.7,1
6486,-84,-3.1,1
6487,-63,6.4,0
6488,-58,10.9,0
6489,-82,0.0,0
6490,-82,0.4,0
6491,-100,-11.0,1
6492,-58,9.8,0
6493,-103,-10.2,1
6494,-99,-8.9,1
6495,-66,4.8,0
6496,-66,6.7,0
6497,-85,-1.8,1
6498,-105,-9.5,1
6499,-59,10.4,0
6500,-89,-8.4,1
6501,-95,-5.7,0
6502,-98,-5.2,1
6503,-71,5.1,0
6504,-68,0.9,0
6505,-75,-1.5,0
6506,-66,6.1,0
6507,-109,-15.8,1
6508,-105,-7.0,1
6509,-102,-11.0,1
6510,-90,-8.5,1
6511,-104,-13.5,1
6512,-114,-15.3,1
6513,-118,-20.0,1
6514,-89,-3.1,0
6515,-82,3.2,0
6516,-57,8.8,0
6517,-84,1.3,0
6518,-63,9.8,0
6519,-75,3.5,0
6520,-74,2.5,0
6521,-118,-20.0,1
6522,-74,2.3,0
6523,-95,-5.6,0
6524,-81,0.6,0
6525,-86,-0.3,1
6526,-115,-15.5,1
6527,-75,0.5,1
6528,-89,-4.0,1
6529,-61,6.3,0
6530,-62,6.4,0
6531,-64,3.5,0
6532,-95,-6.3,0
6533,-85,-4.0,0
6534,-81,-1.5,0
6535,-55,12.0,0
6536,-75,1.8,0
6537,-62,7.8,0
6538,-100,-8.8,1
6539,-73,1.2,0
6540,-72,1.0,0
6541,-81,0.0,0
6542,-100,-8.2,1
6543,-61,8.6,0
6544,-62,4.9,0
6545,-85,-0.7,0
6546,-114,-17.4,1
6547,-115,-17.4,1
6548,-76,-1.3,1
6549,-93,-1.2,0
6550,-120,-15.6,1
6551,-63,10.9,0
6552,-80,3.0,0
6553,-106,-8.8,1
6554,-109,-14.3,1
6555,-60,8.6,0
6556,-74,2.8,0
6557,-107,-9.1,1
6558,-90,-5.6,1
6559,-86,-0.8,0
6560,-92,-4.6,1
6561,-106,-13.8,1
6562,-103,-10.8,1
6563,-76,-1.5,0
6564,-75,-0.9,0
6565,-116,-20.0,1
6566,-74,0.7,0
6567,-60,9.4,0
6568,-94,-3.5,1
6569,-108,-16.5,1
6570,-86,-2.7,0
6571,-111,-14.6,1
6572,-110,-16.9,1
6573,-69,3.2,0
6574,-62,8.3,0
6575,-112,-16.1,1
6576,-68,4.7,0
6577,-58,9.2,0
6578,-72,3.7,0
6579,-93,-7.9,1
6580,-59,9.7,0
6581,-67,6.9,0
6582,-111,-15.7,1
6583,-75,3.6,0
6584,-96,-7.2,0
6585,-75,2.1,0
6586,-62,8.5,0
6587,-79,-3.8,0
6588,-116,-16.0,1
6589,-69,6.2,0
6590,-115,-20.0,1
6591,-85,-3.3,1
6592,-83,-3.4,0
6593,-73,1.3,0
6594,-62,10.8,0
6595,-69,5.6,0
6596,-65,6.9,0
6597,-119,-20.0,1
6598,-74,4.9,0
6599,-99,-13.4,1
6600,-65,5.5,0
6601,-63,7.9,0
6602,-66,6.3,0
6603,-87,-1.3,1
6604,-114,-16.5,1
6605,-84,0.6,0
6606,-92,-5.8,1
6607,-78,2.5,0
6608,-93,-6.4,1
6609,-85,-5.4,0
6610,-97,-2.7,1
6611,-80,-2.4,0
6612,-91,-9.5,1
6613,-114,-19.2,0
6614,-55,11.6,0
6615,-92,-4.3,1
6616,-66,5.4,0
6617,-71,5.9,0
6618,-84,0.2,0
6619,-119,-19.2,1
6620,-94,-9.1,1
6621,-101,-11.7,1
6622,-92,-8.2,1
6623,-87,-1.4,0
6624,-67,5.3,0
6625,-60,10.2,0
6626,-85,-1.9,0
6627,-96,-5.2,1
6628,-81,1.6,0
6629,-106,-16.9,1
6630,-97,-9.5,1
6631,-86,-3.6,0
6632,-90,-4.9,1
6633,-87,-2.6,0
6634,-75,1.4,0
6635,-62,8.3,0
6636,-73,5.2,0
6637,-114,-13.0,1
6638,-63,7.5,0
6639,-116,-18.0,1
6640,-97,-5.2,1
6641,-92,-6.0,1
6642,-117,-17.6,1
6643,-63,10.2,0
6644,-110,-19.0,1
6645,-116,-16.3,1
6646,-95,-4.2,1
6647,-83,-2.9,0
6648,-114,-15.6,1
6649,-103,-8.3,1
6650,-119,-19.9,1
6651,-115,-14.1,1
6652,-87,-6.3,0
6653,-120,-20.0,1
6654,-60,8.5,0
6655,-78,-0.3,0
6656,-57,8.7,1
6657,-98,-11.2,1
6658,-119,-18.8,1
6659,-93,-5.4,1
6660,-65,7.7,0
6661,-108,-17.2,1
6662,-106,-12.2,1
6663,-94,-8.2,1
6664,-61,6.3,0
6665,-107,-15.0,1
6666,-112,-16.6,1
6667,-73,0.9,0
6668,-114,-16.7,1
6669,-110,-14.8,1
6670,-101,-8.8,1
6671,-85,-3.3,1
6672,-108,-15.4,1
6673,-84,-3.4,1
6674,-80,2.3,0
6675,-62,7.6,0
6676,-66,5.5,0
6677,-61,11.8,0
6678,-62,11.3,0
6679,-116,-17.2,1
6680,-80,1.7,0
6681,-104,-14.1,1
6682,-102,-10.7,1
6683,-74,2.7,1
6684,-62,9.8,0
6685,-87,-4.5,1
6686,-117,-18.0,1
6687,-70,4.8,0
6688,-78,1.1,0
6689,-87,-5.4,1
6690,-100,-11.4,1
6691,-103,-13.9,1
6692,-77,3.9,0
6693,-60,8.0,0
6694,-78,1.3,1
6695,-118,-19.2,1
6696,-108,-14.4,1
6697,-110,-12.5,1
6698,-113,-16.2,1
6699,-110,-16.8,1
6700,-109,-13.2,1
6701,-94,-11.3,1
6702,-62,9.0,0
6703,-67,5.8,0
6704,-115,-14.6,1
6705,-73,5.4,0
6706,-95,-4.0,0
6707,-82,-0.8,0
6708,-56,12.0,0
6709,-94,-5.7,0
6710,-97,-10.2,1
6711,-77,-1.6,1
6712,-106,-12.6,1
6713,-80,0.9,0
6714,-63,9.8,0
6715,-102,-11.2,1
6716,-62,5.5,0
6717,-71,4.5,0
6718,-90,-6.5,1
6719,-98,-7.5,1
6720,-102,-12.4,1
